accusation|accusation|noun|C1|a statement saying that you think a person is guilty of doing something wrong or illegal; the fact of accusing somebody|/ˌækjuˈzeɪʃn/|/ˌækjuˈzeɪʃn/|https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/a/acc/accus/accusation__gb_1.mp3|https://www.oxfordlearnersdictionaries.com/media/english/us_pron/a/acc/accus/accusation__us_1.mp3|<li class="" htag="li"><span class="x">I don't want to <span class="cl">make an accusation</span> until I have some proof.</span></li>;<li class="" htag="li"><span class="x">There was a hint of accusation in her voice.</span></li>;<li class="" htag="li"> <span class="cf" hclass="cf" htag="span">accusation of something</span> <span class="x">accusations of corruption/cruelty/racism</span></li>;<li class="" htag="li"> <span class="cf" hclass="cf" htag="span">accusation against somebody</span> <span class="x">At the time, no one believed her accusations against him.</span></li>;<li class="" htag="li"> <span class="cf" hclass="cf" htag="span">accusation that…</span> <span class="x">He denied the accusation that he had ignored the problems.</span></li>|https://www.oxfordlearnersdictionaries.com/definition/english/accusation|<li class="" htag="li"><span class="x">Tôi không muốn <span class="cl">đưa ra lời buộc tội</span> until I have some proof.</span></li>;<li class="" htag="li"><span class="x">Trong giọng nói của cô có chút gì đó buộc tội.</span></li>;<li class="" htag="li"> <span class="cf" hclass="cf" htag="span">accusation of something</span> <span class="x">cáo buộc tham nhũng/tàn ác/phân biệt chủng tộc</span></li>;<li class="" htag="li"> <span class="cf" hclass="cf" htag="span">accusation against somebody</span> <span class="x">Vào thời điểm đó, không ai tin lời buộc tội của cô đối với anh.</span></li>;<li class="" htag="li"> <span class="cf" hclass="cf" htag="span">accusation that…</span> <span class="x">Ông phủ nhận cáo buộc cho rằng ông đã bỏ qua những vấn đề này.</span></li>|một tuyên bố nói rằng bạn nghĩ một người có tội khi làm điều gì đó sai trái hoặc bất hợp pháp; thực tế là buộc tội ai đó
the-accused|the accused|noun|C1|a person who is on trial for committing a crime|/ði əˈkjuːzd/|/ði əˈkjuːzd/|https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/a/acc/accus/accused_the_1_gb_1.mp3|https://www.oxfordlearnersdictionaries.com/media/english/us_pron/t/the/the_a/the_accused_1_us_1.mp3|<li class="" htag="li"><span class="x">The accused was found innocent.</span></li>;<li class="" htag="li"><span class="x">All the accused have pleaded guilty.</span></li>|https://www.oxfordlearnersdictionaries.com/definition/english/the-accused|<li class="" htag="li"><span class="x">Bị cáo được tuyên vô tội.</span></li>;<li class="" htag="li"><span class="x">Tất cả bị cáo đều đã nhận tội.</span></li>|một người đang bị xét xử vì phạm tội
acid_2|acid|adjective|C1|that contains acid or has the essential characteristics of an acid; that has a pH of less than seven|/ˈæsɪd/|/ˈæsɪd/|https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/a/aci/acid_/acid__gb_1.mp3|https://www.oxfordlearnersdictionaries.com/media/english/us_pron/a/aci/acid_/acid__us_1.mp3|<li class="" htag="li"><span class="x">Rye is tolerant of poor, acid soils.</span></li>|https://www.oxfordlearnersdictionaries.com/definition/english/acid_2|<li class="" htag="li"><span class="x">Lúa mạch đen có khả năng chịu được đất chua, đất xấu.</span></li>|có chứa axit hoặc có các đặc điểm cơ bản của axit; có độ pH nhỏ hơn bảy
acid_1|acid|noun|B2+|a chemical, usually a liquid, that contains hydrogen and has a pH of less than seven. The hydrogen can be replaced by a metal to form a salt. Acids usually have a bitter sharp taste and can often burn holes in or damage things they touch.|/ˈæsɪd/|/ˈæsɪd/|https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/a/aci/acid_/acid__gb_1.mp3|https://www.oxfordlearnersdictionaries.com/media/english/us_pron/a/aci/acid_/acid__us_1.mp3|<li class="" htag="li"><span class="x">The acid burned a hole in her coat.</span></li>;<li class="" htag="li"><span class="x">Stomach acids can break down the poison.</span></li>;<li class="" htag="li"><span class="x">You will need a special chemical to neutralize the acid.</span></li>|https://www.oxfordlearnersdictionaries.com/definition/english/acid_1|<li class="" htag="li"><span class="x">Axit đã đốt cháy một lỗ trên áo khoác của cô.</span></li>;<li class="" htag="li"><span class="x">Axit dạ dày có thể phân hủy chất độc.</span></li>;<li class="" htag="li"><span class="x">Bạn sẽ cần một loại hóa chất đặc biệt để trung hòa axit.</span></li>|một loại hóa chất, thường là chất lỏng, chứa hydro và có độ pH nhỏ hơn bảy. Hydro có thể được thay thế bằng kim loại để tạo thành muối. Axit thường có vị đắng gắt và thường có thể làm thủng lỗ hoặc làm hỏng những thứ chúng chạm vào.
acquisition|acquisition|noun|C1|the act of getting something, especially knowledge, a skill, etc.|/ˌækwɪˈzɪʃn/|/ˌækwɪˈzɪʃn/|https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/a/acq/acqui/acquisition__gb_1.mp3|https://www.oxfordlearnersdictionaries.com/media/english/us_pron/a/acq/acqui/acquisition__us_1.mp3|<li class="" htag="li"><span class="x">theories of child language acquisition</span></li>|https://www.oxfordlearnersdictionaries.com/definition/english/acquisition|<li class="" htag="li"><span class="x">lý thuyết về việc tiếp thu ngôn ngữ của trẻ em</span></li>|hành động đạt được điều gì đó, đặc biệt là kiến ​​thức, kỹ năng, v.v.
acre|acre|noun|C1|a unit for measuring an area of land; 4 840 square yards or about 4 050 square metres|/ˈeɪkə(r)/|/ˈeɪkər/|https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/a/acr/acre_/acre__gb_1.mp3|https://www.oxfordlearnersdictionaries.com/media/english/us_pron/a/acr/acre_/acre__us_1.mp3|<li class="" htag="li"><span class="x">3 000 acres of parkland</span></li>;<li class="" htag="li"><span class="x">a three-acre wood</span></li>;<li class="" htag="li"> <span class="labels" hclass="labels" htag="span">(informal)</span> <span class="x">Each house has acres of space around it <span class="gloss" hclass="gloss" htag="span">(= a lot of space)</span>.</span></li>|https://www.oxfordlearnersdictionaries.com/definition/english/acre|<li class="" htag="li"><span class="x">3.000 mẫu Anh đất công viên</span></li>;<li class="" htag="li"><span class="x">một khu rừng rộng ba mẫu Anh</span></li>;<li class="" htag="li"> <span class="labels" hclass="labels" htag="span">(informal)</span> <span class="x">Mỗi ngôi nhà đều có diện tích đất rộng xung quanh <span class="gloss" hclass="gloss" htag="span">(= rất nhiều không gian)</span>.</span></li>|một đơn vị đo diện tích đất; 4 840 yard vuông hoặc khoảng 4 050 mét vuông
activate|activate|verb|B2+|to make something such as a device or chemical process start working|/ˈæktɪveɪt/|/ˈæktɪveɪt/|https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/a/act/activ/activate__gb_1.mp3|https://www.oxfordlearnersdictionaries.com/media/english/us_pron/a/act/activ/activate__us_1.mp3|<li class="" htag="li"><span class="x">The burglar alarm is activated by movement.</span></li>;<li class="" htag="li"><span class="x">The gene is activated by a specific protein.</span></li>|https://www.oxfordlearnersdictionaries.com/definition/english/activate|<li class="" htag="li"><span class="x">Báo trộm được kích hoạt bằng chuyển động.</span></li>;<li class="" htag="li"><span class="x">Gen này được kích hoạt bởi một loại protein cụ thể.</span></li>|làm cho một cái gì đó như một thiết bị hoặc quá trình hóa học bắt đầu hoạt động
activation|activation|noun|C1|the act of making something such as a device or chemical process start working|/ˌæktɪˈveɪʃn/|/ˌæktɪˈveɪʃn/|https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/a/act/activ/activation__gb_1.mp3|https://www.oxfordlearnersdictionaries.com/media/english/us_pron/a/act/activ/activation__us_1.mp3|<li class="" htag="li"><span class="x">The activation of several target genes results in two major effects.</span></li>;<li class="" htag="li"><span class="x">to trigger/inhibit/block the activation of something</span></li>|https://www.oxfordlearnersdictionaries.com/definition/english/activation|<li class="" htag="li"><span class="x">Sự kích hoạt của một số gen mục tiêu dẫn đến hai tác động chính.</span></li>;<li class="" htag="li"><span class="x">kích hoạt/ức chế/ngăn chặn sự kích hoạt của cái gì đó</span></li>|hành động làm cho một cái gì đó như một thiết bị hoặc quá trình hóa học bắt đầu hoạt động
activist|activist|noun|C1|a person who works to achieve political or social change, especially as a member of an organization with particular aims|/ˈæktɪvɪst/|/ˈæktɪvɪst/|https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/a/act/activ/activist__gb_1.mp3|https://www.oxfordlearnersdictionaries.com/media/english/us_pron/a/act/activ/activist__us_1.mp3|<li class="" htag="li"><span class="x"><span class="cl">human/civil/animal rights activists</span></span></li>;<li class="" htag="li"><span class="x">Thousands of <span class="cl">environmental activists</span> joined the march to demand action on climate change.</span></li>;<li class="" htag="li"><span class="x">The Prime Minister will face <span class="cl">party activists</span> when she addresses the party conference tomorrow.</span></li>|https://www.oxfordlearnersdictionaries.com/definition/english/activist|<li class="" htag="li"><span class="x"><span class="cl">các nhà hoạt động vì quyền con người/dân sự/động vật</span></span></li>;<li class="" htag="li"><span class="x">Hàng ngàn nhà hoạt động vì môi trường <span class="cl"></span> joined the march to demand action on climate change.</span></li>;<li class="" htag="li"><span class="x">Thủ tướng sẽ đối mặt với <span class="cl">các nhà hoạt động của đảng</span> when she addresses the party conference tomorrow.</span></li>|một người làm việc để đạt được sự thay đổi chính trị hoặc xã hội, đặc biệt là với tư cách là thành viên của một tổ chức có mục tiêu cụ thể
acute|acute|adjective|C1|very serious or severe|/əˈkjuːt/|/əˈkjuːt/|https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/a/acu/acute/acute__gb_1.mp3|https://www.oxfordlearnersdictionaries.com/media/english/us_pron/a/acu/acute/acute__us_1.mp3|<li class="" htag="li"><span class="x">There is an acute shortage of water.</span></li>;<li class="" htag="li"><span class="x">acute pain</span></li>;<li class="" htag="li"><span class="x">the world’s acute environmental problems</span></li>;<li class="" htag="li"><span class="x">Competition for jobs is acute.</span></li>;<li class="" htag="li"><span class="x">The scandal was an acute embarrassment for the President.</span></li>;<li class="" htag="li"><span class="x">He was suffering from acute chest pains.</span></li>|https://www.oxfordlearnersdictionaries.com/definition/english/acute|<li class="" htag="li"><span class="x">Đang có tình trạng thiếu nước nghiêm trọng.</span></li>;<li class="" htag="li"><span class="x">cơn đau cấp tính</span></li>;<li class="" htag="li"><span class="x">các vấn đề môi trường cấp tính của thế giới</span></li>;<li class="" htag="li"><span class="x">Sự cạnh tranh việc làm rất gay gắt.</span></li>;<li class="" htag="li"><span class="x">Vụ bê bối này thực sự khiến Tổng thống vô cùng xấu hổ.</span></li>;<li class="" htag="li"><span class="x">Ông đang bị đau ngực cấp tính.</span></li>|rất nghiêm trọng hoặc nghiêm trọng
adaptation|adaptation|noun|C1|the action or process of changing something, or of being changed, to suit a new purpose or situation|/ˌædæpˈteɪʃn/|/ˌædæpˈteɪʃn/|https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/a/ada/adapt/adaptation__gb_1.mp3|https://www.oxfordlearnersdictionaries.com/media/english/us_pron/a/ada/adapt/adaptation__us_1.mp3|<li class="" htag="li"><span class="x">the adaptation of buildings for military purposes</span></li>;<li class="" htag="li"> <span class="cf" hclass="cf" htag="span">adaptation to something</span> <span class="x">The process of adaptation to a new school is difficult for some children.</span></li>;<li class="" htag="li"><span class="x">making adaptations to your home</span></li>|https://www.oxfordlearnersdictionaries.com/definition/english/adaptation|<li class="" htag="li"><span class="x">việc cải tạo các tòa nhà cho mục đích quân sự</span></li>;<li class="" htag="li"> <span class="cf" hclass="cf" htag="span">adaptation to something</span> <span class="x">Quá trình thích nghi với ngôi trường mới có thể gây khó khăn cho một số trẻ em.</span></li>;<li class="" htag="li"><span class="x">thực hiện các điều chỉnh cho ngôi nhà của bạn</span></li>|hành động hoặc quá trình thay đổi một cái gì đó, hoặc bị thay đổi, để phù hợp với một mục đích hoặc tình huống mới
